,,,EleD_01,HydD1,EleD_02
period1,sc01,t2864, 0.26 ,, 0.64 
period1,sc01,t2865, 0.52 ,, 0.45 
period1,sc01,t2866, 0.6 ,, 0.5 
period1,sc01,t2867, 0.55 ,, 0.81 
period1,sc01,t2868, 1.31 ,, 0.42 
period1,sc01,t2869, 0.22 ,, 0.53 
period1,sc01,t2870, 0.22 ,, 1.01 
period1,sc01,t2871, 0.76 ,, 0.69 
period1,sc01,t2872, 0.87 ,, 0.6 
period1,sc01,t2873, 0.63 ,, 0.92 
period1,sc01,t2874, 1.16 ,, 0.93 
period1,sc01,t2875, 1.22 ,, 1.52 
period1,sc01,t2876, 1.23 ,, 1.13 
period1,sc01,t2877, 1.58 ,, 1.04 
period1,sc01,t2878, 1.6 ,, 1.18 
period1,sc01,t2879, 1.19 ,, 0.77 
period1,sc01,t2880, 1.15 ,, 0.64 
period1,sc01,t2881, 1.06 ,, 0.98 
period1,sc01,t2882, 1.08 ,, 0.64 
period1,sc01,t2883, 1.42 ,, 0.56 
period1,sc01,t2884, 1.17 ,, 0.85 
period1,sc01,t2885, 1.14 ,, 0.62 
period1,sc01,t2886, 1.42 ,, 0.63 
period1,sc01,t2887, 1.03 ,, 1.02 
period1,sc01,t2888, 0.94 ,, 0.79 
period1,sc01,t2889, 0.31 ,, 2.01 
period1,sc01,t2890, 0.33 ,, 1.37 
period1,sc01,t2891, 0.89 ,, 0.97 
period1,sc01,t2892, 0.39 ,, 1.14 
period1,sc01,t2893, 0.56 ,, 0.93 
period1,sc01,t2894, 0.84 ,, 1.12 
period1,sc01,t2895, 1.25 ,, 1.6 
period1,sc01,t2896, 1 ,, 1.34 
period1,sc01,t2897, 1 ,, 2.03 
period1,sc01,t2898, 1.4 ,, 2.9 
period1,sc01,t2899, 1.24 ,, 2.44 
period1,sc01,t2900, 2.01 ,, 2.09 
period1,sc01,t2901, 2.84 ,, 1.55 
period1,sc01,t2902, 3.61 ,, 1.07 
period1,sc01,t2903, 3.19 ,, 1.3 
period1,sc01,t2904, 1.11 ,, 0.72 
period1,sc01,t2905, 0.84 ,, 0.63 
period1,sc01,t2906, 1.43 ,, 0.89 
period1,sc01,t2907, 1.31 ,, 0.61 
period1,sc01,t2908, 1.11 ,, 0.6 
period1,sc01,t2909, 1.05 ,, 0.89 
period1,sc01,t2910, 1.4 ,, 0.52 
period1,sc01,t2911, 1.66 ,, 0.52 
period1,sc01,t2912, 1.67 ,, 1.06 
period1,sc01,t2913, 1.06 ,, 1.1 
period1,sc01,t2914, 1.93 ,, 1.45 
period1,sc01,t2915, 1 ,, 1.63 
period1,sc01,t2916, 0.4 ,, 1.42 
period1,sc01,t2917, 0.62 ,, 0.95 
period1,sc01,t2918, 0.22 ,, 1.26 
period1,sc01,t2919, 1.85 ,, 1 
period1,sc01,t2920, 2.05 ,, 1.4 
period1,sc01,t2921, 0.85 ,, 1.5 
period1,sc01,t2922, 0.31 ,, 1.33 
period1,sc01,t2923, 2.04 ,, 1.06 
period1,sc01,t2924, 1.56 ,, 0.93 
period1,sc01,t2925, 1.85 ,, 1.35 
period1,sc01,t2926, 2.46 ,, 0.74 
period1,sc01,t2927, 1.54 ,, 0.69 
period1,sc01,t2928, 1.98 ,, 0.6 
period1,sc01,t2929, 3.13 ,, 0.84 
period1,sc01,t2930, 3.47 ,, 0.54 
period1,sc01,t2931, 7.48 ,, 0.62 
period1,sc01,t2932, 9.49 ,, 0.62 
period1,sc01,t2933, 3.07 ,, 0.94 
period1,sc01,t2934, 3.3 ,, 1.03 
period1,sc01,t2935, 1.15 ,, 0.55 
period1,sc01,t2936, 0.48 ,, 0.61 
period1,sc01,t2937, 0.48 ,, 1 
period1,sc01,t2938, 0.34 ,, 0.63 
period1,sc01,t2939, 0.44 ,, 0.62 
period1,sc01,t2940, 1.38 ,, 0.73 
period1,sc01,t2941, 1.55 ,, 1.17 
period1,sc01,t2942, 0.59 ,, 0.91 
period1,sc01,t2943, 1.78 ,, 0.84 
period1,sc01,t2944, 0.55 ,, 1.73 
period1,sc01,t2945, 0.73 ,, 1.22 
period1,sc01,t2946, 1.8 ,, 1.26 
period1,sc01,t2947, 1.64 ,, 0.85 
period1,sc01,t2948, 1.36 ,, 0.79 
period1,sc01,t2949, 1.99 ,, 1.29 
period1,sc01,t2950, 1.07 ,, 0.82 
period1,sc01,t2951, 1.09 ,, 0.74 
period1,sc01,t2952, 1.41 ,, 0.71 
period1,sc01,t2953, 0.21 ,, 0.77 
period1,sc01,t2954, 1.03 ,, 0.6 
period1,sc01,t2955, 0.97 ,, 0.63 
period1,sc01,t2956, 0.25 ,, 0.96 
period1,sc01,t2957, 1.14 ,, 0.53 
period1,sc01,t2958, 1.81 ,, 1.49 
period1,sc01,t2959, 1.45 ,, 0.64 
period1,sc01,t2960, 0.34 ,, 1.01 
period1,sc01,t2961, 0.73 ,, 0.63 
period1,sc01,t2962, 0.31 ,, 0.71 
period1,sc01,t2963, 0.38 ,, 1.22 
period1,sc01,t2964, 0.63 ,, 0.84 
period1,sc01,t2965, 0.38 ,, 0.86 
period1,sc01,t2966, 0.21 ,, 0.85 
period1,sc01,t2967, 0.32 ,, 1.28 
period1,sc01,t2968, 0.72 ,, 1.19 
period1,sc01,t2969, 0.42 ,, 1.14 
period1,sc01,t2970, 0.88 ,, 1.15 
period1,sc01,t2971, 2.23 ,, 1.49 
period1,sc01,t2972, 2.15 ,, 1.07 
period1,sc01,t2973, 1.38 ,, 1 
period1,sc01,t2974, 0.28 ,, 1.11 
period1,sc01,t2975, 0.98 ,, 0.44 
period1,sc01,t2976, 1.34 ,, 0.33 
period1,sc01,t2977, 1.3 ,, 0.63 
period1,sc01,t2978, 3.42 ,, 0.35 
period1,sc01,t2979, 3.91 ,, 0.37 
period1,sc01,t2980, 3.6 ,, 0.67 
period1,sc01,t2981, 2.2 ,, 0.28 
period1,sc01,t2982, 2.01 ,, 0.42 
period1,sc01,t2983, 0.79 ,, 1.34 
period1,sc01,t2984, 0.25 ,, 1.02 
period1,sc01,t2985, 0.22 ,, 0.76 
period1,sc01,t2986, 0.57 ,, 0.46 
period1,sc01,t2987, 0.19 ,, 0.54 
period1,sc01,t2988, 0.29 ,, 0.8 
period1,sc01,t2989, 0.22 ,, 0.45 
period1,sc01,t2990, 0.25 ,, 0.66 
period1,sc01,t2991, 0.58 ,, 0.67 
period1,sc01,t2992, 0.21 ,, 0.89 
period1,sc01,t2993, 0.22 ,, 0.56 
period1,sc01,t2994, 0.2 ,, 0.94 
period1,sc01,t2995, 1 ,, 1.19 
period1,sc01,t2996, 1.44 ,, 0.79 
period1,sc01,t2997, 2.1 ,, 1.03 
period1,sc01,t2998, 1.43 ,, 0.55 
period1,sc01,t2999, 2.79 ,, 0.41 
period1,sc01,t3000, 2.09 ,, 0.56 
period1,sc01,t3001, 1.65 ,, 0.58 
period1,sc01,t3002, 2.84 ,, 0.32 
period1,sc01,t3003, 1.43 ,, 0.39 
period1,sc01,t3004, 1.69 ,, 0.71 
period1,sc01,t3005, 1.81 ,, 0.71 
period1,sc01,t3006, 3.06 ,, 0.72 
period1,sc01,t3007, 0.36 ,, 0.71 
period1,sc01,t3008, 0.44 ,, 0.71 
period1,sc01,t3009, 1.89 ,, 0.71 
period1,sc01,t3010, 0.89 ,, 0.71 
period1,sc01,t3011, 0.4 ,, 0.72 
period1,sc01,t3012, 0.47 ,, 0.71 
period1,sc01,t3013, 0.63 ,, 0.71 
period1,sc01,t3014, 0.33 ,, 0.71 
period1,sc01,t3015, 0.52 ,, 0.71 
period1,sc01,t3016, 2.12 ,, 0.71 
period1,sc01,t3017, 1.69 ,, 0.72 
period1,sc01,t3018, 0.93 ,, 0.71 
period1,sc01,t3019, 0.6 ,, 0.71 
period1,sc01,t3020, 2.36 ,, 0.71 
period1,sc01,t3021, 3.32 ,, 0.71 
period1,sc01,t3022, 2.63 ,, 0.72 
period1,sc01,t3023, 2.95 ,, 0.71 
period1,sc01,t3024, 3.15 ,, 0.71 
period1,sc01,t3025, 4.84 ,, 0.33 
period1,sc01,t3026, 7.38 ,, 0.32 
period1,sc01,t3027, 3.93 ,, 0.69 
period1,sc01,t3028, 2.57 ,, 0.41 
period1,sc01,t3029, 0.5 ,, 0.37 
period1,sc01,t3030, 0.53 ,, 0.65 
period1,sc01,t3031, 2.73 ,, 0.41 
period1,sc01,t3032, 0.28 ,, 0.75 
period1,sc01,t3033, 0.22 ,, 0.37 
period1,sc01,t3034, 0.24 ,, 0.37 
period1,sc01,t3035, 0.59 ,, 0.49 
period1,sc01,t3036, 0.24 ,, 0.91 
period1,sc01,t3037, 0.26 ,, 0.51 
period1,sc01,t3038, 0.26 ,, 0.54 
period1,sc01,t3039, 0.25 ,, 0.98 
period1,sc01,t3040, 0.49 ,, 0.78 
period1,sc01,t3041, 0.25 ,, 1.6 
period1,sc01,t3042, 1.05 ,, 0.63 
period1,sc01,t3043, 0.31 ,, 1 
period1,sc01,t3044, 0.63 ,, 0.5 
period1,sc01,t3045, 1.34 ,, 0.64 
period1,sc01,t3046, 1.9 ,, 1.03 
period1,sc01,t3047, 1.1 ,, 0.4 
period1,sc01,t3048, 1.5 ,, 0.73 
period1,sc01,t3049, 1.64 ,, 0.37 
period1,sc01,t3050, 2.09 ,, 0.37 
period1,sc01,t3051, 1.44 ,, 0.66 
period1,sc01,t3052, 2.02 ,, 0.37 
period1,sc01,t3053, 1.66 ,, 0.36 
period1,sc01,t3054, 0.97 ,, 0.67 
period1,sc01,t3055, 0.23 ,, 0.28 
period1,sc01,t3056, 0.89 ,, 0.26 
period1,sc01,t3057, 0.37 ,, 0.43 
period1,sc01,t3058, 0.34 ,, 0.83 
period1,sc01,t3059, 0.22 ,, 0.63 
period1,sc01,t3060, 0.82 ,, 1.1 
period1,sc01,t3061, 0.34 ,, 0.81 
period1,sc01,t3062, 4.6 ,, 0.8 
period1,sc01,t3063, 3.44 ,, 1.28 
period1,sc01,t3064, 0.31 ,, 0.9 
period1,sc01,t3065, 0.66 ,, 0.84 
period1,sc01,t3066, 0.59 ,, 0.91 
period1,sc01,t3067, 1.47 ,, 1.37 
period1,sc01,t3068, 1.67 ,, 0.92 
period1,sc01,t3069, 2.37 ,, 0.63 
period1,sc01,t3070, 1.64 ,, 0.85 
period1,sc01,t3071, 1.32 ,, 0.56 
period1,sc01,t3072, 1.26 ,, 0.44 
period1,sc01,t3073, 1.69 ,, 0.63 
period1,sc01,t3074, 1.11 ,, 0.31 
period1,sc01,t3075, 1.34 ,, 0.27 
period1,sc01,t3076, 1.46 ,, 0.57 
period1,sc01,t3077, 1.46 ,, 0.16 
period1,sc01,t3078, 0.89 ,, 0.19 
period1,sc01,t3079, 0.19 ,, 0.62 
period1,sc01,t3080, 0.94 ,, 0.39 
period1,sc01,t3081, 0.68 ,, 0.33 
period1,sc01,t3082, 1.33 ,, 0.77 
period1,sc01,t3083, 0.54 ,, 0.38 
period1,sc01,t3084, 1.98 ,, 0.45 
period1,sc01,t3085, 1.37 ,, 0.83 
period1,sc01,t3086, 1.79 ,, 0.48 
period1,sc01,t3087, 0.48 ,, 0.43 
period1,sc01,t3088, 0.23 ,, 1.19 
period1,sc01,t3089, 0.25 ,, 0.97 
period1,sc01,t3090, 0.21 ,, 0.9 
period1,sc01,t3091, 0.26 ,, 1.69 
period1,sc01,t3092, 1.93 ,, 1.26 
period1,sc01,t3093, 0.44 ,, 0.73 
period1,sc01,t3094, 0.94 ,, 0.54 
period1,sc01,t3095, 2.63 ,, 0.73 
period1,sc01,t3096, 3.08 ,, 0.31 
period1,sc01,t3097, 3.13 ,, 0.38 
period1,sc01,t3098, 2.19 ,, 0.38 
period1,sc01,t3099, 1.22 ,, 0.58 
period1,sc01,t3100, 1.12 ,, 0.36 
period1,sc01,t3101, 2.67 ,, 0.37 
period1,sc01,t3102, 1.63 ,, 0.67 
period1,sc01,t3103, 0.45 ,, 0.31 
period1,sc01,t3104, 0.54 ,, 0.82 
period1,sc01,t3105, 0.91 ,, 0.5 
period1,sc01,t3106, 0.31 ,, 0.45 
period1,sc01,t3107, 0.41 ,, 0.76 
period1,sc01,t3108, 1.88 ,, 0.62 
period1,sc01,t3109, 1.48 ,, 1.26 
period1,sc01,t3110, 1.04 ,, 0.61 
period1,sc01,t3111, 1.32 ,, 0.99 
period1,sc01,t3112, 0.59 ,, 0.64 
period1,sc01,t3113, 0.7 ,, 0.57 
period1,sc01,t3114, 0.6 ,, 0.49 
period1,sc01,t3115, 0.59 ,, 0.93 
period1,sc01,t3116, 0.91 ,, 1.64 
period1,sc01,t3117, 0.4 ,, 1.03 
period1,sc01,t3118, 1.36 ,, 0.87 
period1,sc01,t3119, 1.19 ,, 0.39 
period1,sc01,t3120, 1.23 ,, 0.27 
period1,sc01,t3121, 0.99 ,, 0.66 
period1,sc01,t3122, 1.04 ,, 0.36 
period1,sc01,t3123, 0.57 ,, 0.34 
period1,sc01,t3124, 0.98 ,, 0.56 
period1,sc01,t3125, 0.97 ,, 0.42 
period1,sc01,t3126, 0.59 ,, 1.14 
period1,sc01,t3127, 1.72 ,, 0.38 
period1,sc01,t3128, 0.23 ,, 0.47 
period1,sc01,t3129, 0.26 ,, 0.74 
period1,sc01,t3130, 0.32 ,, 0.51 
period1,sc01,t3131, 0.51 ,, 0.6 
period1,sc01,t3132, 0.27 ,, 0.95 
period1,sc01,t3133, 0.4 ,, 0.69 
period1,sc01,t3134, 0.39 ,, 0.69 
period1,sc01,t3135, 11.18 ,, 0.96 
period1,sc01,t3136, 1.79 ,, 0.71 
period1,sc01,t3137, 0.45 ,, 1 
period1,sc01,t3138, 1.43 ,, 0.62 
period1,sc01,t3139, 2.18 ,, 0.49 
period1,sc01,t3140, 2.03 ,, 0.84 
period1,sc01,t3141, 0.97 ,, 1.28 
period1,sc01,t3142, 1.08 ,, 1.05 
period1,sc01,t3143, 1.26 ,, 0.38 
period1,sc01,t3144, 1.21 ,, 0.38 
period1,sc01,t3145, 0.97 ,, 0.83 
period1,sc01,t3146, 3.02 ,, 0.37 
period1,sc01,t3147, 0.38 ,, 0.33 
period1,sc01,t3148, 0.35 ,, 0.76 
period1,sc01,t3149, 1.09 ,, 0.39 
period1,sc01,t3150, 1.03 ,, 0.63 
period1,sc01,t3151, 0.68 ,, 0.38 
period1,sc01,t3152, 0.51 ,, 0.45 
period1,sc01,t3153, 0.21 ,, 0.86 
period1,sc01,t3154, 0.7 ,, 0.54 
period1,sc01,t3155, 1.06 ,, 1.01 
period1,sc01,t3156, 0.76 ,, 0.65 
period1,sc01,t3157, 0.73 ,, 0.56 
period1,sc01,t3158, 0.76 ,, 1.01 
period1,sc01,t3159, 0.73 ,, 0.97 
period1,sc01,t3160, 1.11 ,, 0.87 
period1,sc01,t3161, 0.74 ,, 1.26 
period1,sc01,t3162, 0.71 ,, 1.05 
period1,sc01,t3163, 0.78 ,, 1.22 
period1,sc01,t3164, 0.82 ,, 0.81 
period1,sc01,t3165, 1.18 ,, 1.07 
period1,sc01,t3166, 0.78 ,, 1.17 
period1,sc01,t3167, 0.23 ,, 0.94 
period1,sc01,t3168, 1.09 ,, 0.47 
period1,sc01,t3169, 1.28 ,, 0.46 
period1,sc01,t3170, 0.92 ,, 0.63 
period1,sc01,t3171, 1.27 ,, 0.48 
period1,sc01,t3172, 1.42 ,, 0.38 
period1,sc01,t3173, 1.82 ,, 0.43 
period1,sc01,t3174, 1.53 ,, 0.69 
period1,sc01,t3175, 0.19 ,, 0.41 
period1,sc01,t3176, 2.06 ,, 1.03 
period1,sc01,t3177, 1.19 ,, 1.65 
period1,sc01,t3178, 0.4 ,, 2.23 
period1,sc01,t3179, 0.32 ,, 1.48 
period1,sc01,t3180, 0.96 ,, 1.2 
period1,sc01,t3181, 1.98 ,, 0.76 
period1,sc01,t3182, 2.59 ,, 0.76 
period1,sc01,t3183, 0.43 ,, 1.17 
period1,sc01,t3184, 0.41 ,, 1.55 
period1,sc01,t3185, 0.28 ,, 0.79 
period1,sc01,t3186, 0.4 ,, 1.06 
period1,sc01,t3187, 0.54 ,, 1 
period1,sc01,t3188, 0.7 ,, 0.66 
period1,sc01,t3189, 1.28 ,, 0.6 
period1,sc01,t3190, 0.92 ,, 0.96 
period1,sc01,t3191, 2.39 ,, 0.7 
period1,sc01,t3192, 3.54 ,, 0.48 
period1,sc01,t3193, 2.96 ,, 0.7 
period1,sc01,t3194, 4.72 ,, 0.49 
period1,sc01,t3195, 0.87 ,, 0.46 
period1,sc01,t3196, 0.36 ,, 0.76 
period1,sc01,t3197, 1.16 ,, 0.42 
period1,sc01,t3198, 0.59 ,, 0.43 
period1,sc01,t3199, 0.74 ,, 0.75 
period1,sc01,t3200, 0.21 ,, 0.7 
period1,sc01,t3201, 0.23 ,, 1.48 
period1,sc01,t3202, 0.24 ,, 1.7 
period1,sc01,t3203, 0.22 ,, 1.86 
period1,sc01,t3204, 0.56 ,, 1.39 
period1,sc01,t3205, 0.17 ,, 1.84 
period1,sc01,t3206, 0.23 ,, 1.47 
period1,sc01,t3207, 0.17 ,, 1.43 
period1,sc01,t3208, 0.57 ,, 1.35 
period1,sc01,t3209, 0.33 ,, 1.45 
period1,sc01,t3210, 0.35 ,, 1.32 
period1,sc01,t3211, 0.94 ,, 1.29 
period1,sc01,t3212, 1.3 ,, 2.23 
period1,sc01,t3213, 0.85 ,, 2.13 
period1,sc01,t3214, 0.95 ,, 1.52 
period1,sc01,t3215, 0.73 ,, 0.75 
period1,sc01,t3216, 0.76 ,, 0.55 
period1,sc01,t3217, 1.04 ,, 0.54 
period1,sc01,t3218, 0.24 ,, 0.85 
period1,sc01,t3219, 0.86 ,, 0.52 
period1,sc01,t3220, 1.13 ,, 0.5 
period1,sc01,t3221, 1.08 ,, 0.76 
period1,sc01,t3222, 0.91 ,, 0.4 
period1,sc01,t3223, 0.24 ,, 0.64 
period1,sc01,t3224, 2.37 ,, 1.78 
period1,sc01,t3225, 1.82 ,, 1.4 
period1,sc01,t3226, 1.31 ,, 1.62 
period1,sc01,t3227, 2.16 ,, 0.77 
period1,sc01,t3228, 2.34 ,, 1.12 
period1,sc01,t3229, 3.24 ,, 1.27 
period1,sc01,t3230, 2.26 ,, 2.56 
period1,sc01,t3231, 0.53 ,, 1.24 
period1,sc01,t3232, 0.58 ,, 2.91 
period1,sc01,t3233, 1.23 ,, 2.73 
period1,sc01,t3234, 1.07 ,, 1.88 
period1,sc01,t3235, 1.43 ,, 2.3 
period1,sc01,t3236, 1.62 ,, 2.23 
period1,sc01,t3237, 0.85 ,, 1.57 
period1,sc01,t3238, 1.53 ,, 0.98 
period1,sc01,t3239, 1.07 ,, 1.11 
period1,sc01,t3240, 0.86 ,, 0.81 
period1,sc01,t3241, 0.68 ,, 0.48 
period1,sc01,t3242, 1.03 ,, 0.84 
period1,sc01,t3243, 0.55 ,, 0.48 
period1,sc01,t3244, 0.75 ,, 0.41 
period1,sc01,t3245, 1.25 ,, 0.71 
period1,sc01,t3246, 0.98 ,, 0.4 
period1,sc01,t3247, 0.44 ,, 0.77 
period1,sc01,t3248, 1.49 ,, 1.79 
period1,sc01,t3249, 2.24 ,, 1.18 
period1,sc01,t3250, 1.45 ,, 1.88 
period1,sc01,t3251, 3.86 ,, 0.95 
period1,sc01,t3252, 1.29 ,, 1.52 
period1,sc01,t3253, 1.84 ,, 1.42 
period1,sc01,t3254, 2.54 ,, 0.43 
period1,sc01,t3255, 1.57 ,, 1.98 
period1,sc01,t3256, 0.57 ,, 0.83 
period1,sc01,t3257, 1.25 ,, 1.01 
period1,sc01,t3258, 1.17 ,, 1.25 
period1,sc01,t3259, 2.07 ,, 0.68 
period1,sc01,t3260, 1.4 ,, 1.52 
period1,sc01,t3261, 0.92 ,, 1.07 
period1,sc01,t3262, 1.6 ,, 1.05 
period1,sc01,t3263, 0.89 ,, 0.65 
period1,sc01,t3264, 0.21 ,, 0.35 
period1,sc01,t3265, 0.86 ,, 0.26 
period1,sc01,t3266, 2.52 ,, 0.57 
period1,sc01,t3267, 1.53 ,, 0.35 
period1,sc01,t3268, 3.19 ,, 0.35 
period1,sc01,t3269, 3.67 ,, 0.34 
period1,sc01,t3270, 0.9 ,, 0.65 
period1,sc01,t3271, 1.29 ,, 0.38 
period1,sc01,t3272, 0.38 ,, 0.94 
period1,sc01,t3273, 1.03 ,, 0.87 
period1,sc01,t3274, 0.66 ,, 0.87 
period1,sc01,t3275, 2.24 ,, 0.74 
period1,sc01,t3276, 1.19 ,, 1.06 
period1,sc01,t3277, 0.96 ,, 0.84 
period1,sc01,t3278, 1 ,, 1.03 
period1,sc01,t3279, 1.05 ,, 0.78 
period1,sc01,t3280, 1.32 ,, 1.06 
period1,sc01,t3281, 1.16 ,, 1.35 
period1,sc01,t3282, 2.06 ,, 2.08 
period1,sc01,t3283, 1.22 ,, 1.81 
period1,sc01,t3284, 1.07 ,, 0.79 
period1,sc01,t3285, 0.7 ,, 0.71 
period1,sc01,t3286, 1.71 ,, 1.12 
period1,sc01,t3287, 0.88 ,, 0.86 
period1,sc01,t3288, 0.7 ,, 0.6 
period1,sc01,t3289, 1 ,, 0.51 
period1,sc01,t3290, 1.01 ,, 0.76 
period1,sc01,t3291, 1.01 ,, 0.46 
period1,sc01,t3292, 0.67 ,, 0.52 
period1,sc01,t3293, 1.09 ,, 0.82 
period1,sc01,t3294, 1.8 ,, 0.45 
period1,sc01,t3295, 1.35 ,, 1.16 
period1,sc01,t3296, 0.25 ,, 1.58 
period1,sc01,t3297, 0.23 ,, 0.72 
period1,sc01,t3298, 0.34 ,, 1.07 
period1,sc01,t3299, 0.44 ,, 0.74 
period1,sc01,t3300, 0.6 ,, 1.07 
period1,sc01,t3301, 0.24 ,, 0.81 
period1,sc01,t3302, 0.22 ,, 1.25 
period1,sc01,t3303, 0.39 ,, 1.3 
period1,sc01,t3304, 0.67 ,, 1.56 
period1,sc01,t3305, 0.35 ,, 3.04 
period1,sc01,t3306, 0.54 ,, 2.78 
period1,sc01,t3307, 4.56 ,, 1.85 
period1,sc01,t3308, 12.18 ,, 1.54 
period1,sc01,t3309, 0.86 ,, 1.81 
period1,sc01,t3310, 1.11 ,, 1.14 
period1,sc01,t3311, 0.68 ,, 0.98 
period1,sc01,t3312, 1.04 ,, 0.94 
period1,sc01,t3313, 0.68 ,, 1.21 
period1,sc01,t3314, 2.3 ,, 0.9 
period1,sc01,t3315, 0.35 ,, 0.91 
period1,sc01,t3316, 0.77 ,, 0.93 
period1,sc01,t3317, 0.78 ,, 1.27 
period1,sc01,t3318, 1.11 ,, 1 
period1,sc01,t3319, 0.95 ,, 0.95 
period1,sc01,t3320, 0.22 ,, 1.37 
period1,sc01,t3321, 0.25 ,, 1.15 
period1,sc01,t3322, 0.21 ,, 1.21 
period1,sc01,t3323, 0.53 ,, 1.7 
period1,sc01,t3324, 0.2 ,, 1.29 
period1,sc01,t3325, 0.16 ,, 1.28 
period1,sc01,t3326, 0.23 ,, 1.6 
period1,sc01,t3327, 0.21 ,, 1.22 
period1,sc01,t3328, 0.5 ,, 1.48 
period1,sc01,t3329, 0.22 ,, 1.6 
period1,sc01,t3330, 0.21 ,, 3.77 
period1,sc01,t3331, 0.35 ,, 2.41 
period1,sc01,t3332, 1.1 ,, 2.21 
period1,sc01,t3333, 1.26 ,, 1.83 
period1,sc01,t3334, 1.06 ,, 2.16 
period1,sc01,t3335, 0.9 ,, 1.71 
period1,sc01,t3336, 1.56 ,, 0.95 
period1,sc01,t3337, 1.25 ,, 0.62 
period1,sc01,t3338, 1.24 ,, 0.5 
period1,sc01,t3339, 0.6 ,, 0.45 
period1,sc01,t3340, 0.55 ,, 0.75 
period1,sc01,t3341, 0.23 ,, 0.48 
period1,sc01,t3342, 0.84 ,, 0.45 
period1,sc01,t3343, 0.23 ,, 0.54 
period1,sc01,t3344, 1.15 ,, 0.78 
period1,sc01,t3345, 1.24 ,, 1.03 
period1,sc01,t3346, 0.63 ,, 1.02 
period1,sc01,t3347, 0.36 ,, 1.67 
period1,sc01,t3348, 0.23 ,, 0.8 
period1,sc01,t3349, 0.62 ,, 0.87 
period1,sc01,t3350, 0.17 ,, 1.3 
period1,sc01,t3351, 1.28 ,, 0.88 
period1,sc01,t3352, 2.39 ,, 1.22 
period1,sc01,t3353, 0.83 ,, 1.27 
period1,sc01,t3354, 0.85 ,, 1.07 
period1,sc01,t3355, 0.33 ,, 1.28 
period1,sc01,t3356, 0.98 ,, 2.16 
period1,sc01,t3357, 0.63 ,, 1.05 
period1,sc01,t3358, 0.52 ,, 1.06 
period1,sc01,t3359, 1.5 ,, 1.45 
period1,sc01,t3360, 0.25 ,, 0.91 
period1,sc01,t3361, 0.62 ,, 0.83 
period1,sc01,t3362, 1.84 ,, 1.06 
period1,sc01,t3363, 3.4 ,, 0.71 
period1,sc01,t3364, 3.37 ,, 0.78 
period1,sc01,t3365, 1.36 ,, 1.1 
period1,sc01,t3366, 0.46 ,, 0.82 
period1,sc01,t3367, 1.47 ,, 0.81 
period1,sc01,t3368, 0.22 ,, 1.15 
period1,sc01,t3369, 0.21 ,, 0.89 
period1,sc01,t3370, 0.19 ,, 1.27 
period1,sc01,t3371, 0.52 ,, 0.81 
period1,sc01,t3372, 0.19 ,, 0.86 
period1,sc01,t3373, 0.2 ,, 0.5 
period1,sc01,t3374, 0.2 ,, 0.57 
period1,sc01,t3375, 0.49 ,, 1 
period1,sc01,t3376, 0.21 ,, 0.64 
period1,sc01,t3377, 0.47 ,, 0.92 
period1,sc01,t3378, 0.34 ,, 0.65 
period1,sc01,t3379, 1.03 ,, 0.59 
period1,sc01,t3380, 0.38 ,, 0.87 
period1,sc01,t3381, 1.01 ,, 0.52 
period1,sc01,t3382, 0.77 ,, 0.93 
period1,sc01,t3383, 1.1 ,, 1.19 
period1,sc01,t3384, 0.92 ,, 0.8 
period1,sc01,t3385, 1.07 ,, 0.71 
period1,sc01,t3386, 0.5 ,, 1.03 
period1,sc01,t3387, 0.53 ,, 0.76 
period1,sc01,t3388, 0.74 ,, 0.8 
period1,sc01,t3389, 2.03 ,, 1.11 
period1,sc01,t3390, 0.93 ,, 0.71 
period1,sc01,t3391, 0.65 ,, 0.8 
period1,sc01,t3392, 0.18 ,, 1.36 
period1,sc01,t3393, 0.23 ,, 0.79 
period1,sc01,t3394, 0.2 ,, 0.84 
period1,sc01,t3395, 0.26 ,, 0.45 
period1,sc01,t3396, 0.6 ,, 0.91 
period1,sc01,t3397, 0.31 ,, 0.56 
period1,sc01,t3398, 0.31 ,, 0.73 
period1,sc01,t3399, 0.26 ,, 1 
period1,sc01,t3400, 0.46 ,, 0.82 
period1,sc01,t3401, 1.98 ,, 1.84 
period1,sc01,t3402, 3.15 ,, 1.66 
period1,sc01,t3403, 4.42 ,, 1.11 
period1,sc01,t3404, 0.44 ,, 1.39 
period1,sc01,t3405, 0.51 ,, 0.94 
period1,sc01,t3406, 0.77 ,, 1.23 
period1,sc01,t3407, 0.64 ,, 0.85 
period1,sc01,t3408, 0.59 ,, 0.76 
period1,sc01,t3409, 0.18 ,, 1.05 
period1,sc01,t3410, 0.59 ,, 0.79 
period1,sc01,t3411, 0.2 ,, 0.8 
period1,sc01,t3412, 0.64 ,, 0.79 
period1,sc01,t3413, 0.33 ,, 1 
period1,sc01,t3414, 0.43 ,, 0.68 
period1,sc01,t3415, 0.54 ,, 0.77 
period1,sc01,t3416, 0.78 ,, 1.09 
period1,sc01,t3417, 2.26 ,, 0.77 
period1,sc01,t3418, 2.1 ,, 1.08 
period1,sc01,t3419, 1.05 ,, 0.8 
period1,sc01,t3420, 1.82 ,, 1.39 
period1,sc01,t3421, 1.45 ,, 1.1 
period1,sc01,t3422, 2.02 ,, 1.21 
period1,sc01,t3423, 1.84 ,, 1.22 
